,item_id,ingredient
21743,63214p12,Sugar
19255,63214p12,Fructose Syrup
37293,63214p12,Calcium Pantothenate [Vit B5]
1217,63214p12,Cocoa [Processed with Alkali]
30451,63214p12,Ascorbic Acid)
31073,63214p12,Glycerine
32317,63214p12,Caramel Color
29829,63214p12,Tocopherol
9925,63214p12,Xanthan Gum
43513,63214p12,Sodium Molybdate
27341,63214p12,Natural Cocoa
37915,63214p12,Ferrous Fumarate [Iron]
42891,63214p12,Sodium Selenite
24231,63214p12,Vanilla)
44135,63214p12,Cyanocobalamin [Vit B12])
1839,63214p12,Tapioca Starch
9303,63214p12,Gum Arabic
29207,63214p12,Natural Flavors
27963,63214p12,Salt
16145,63214p12,Chocolate Drops (Sugar
12413,63214p12,Cocoa Powder [Processed with Alkali]
2461,63214p12,Salt)
39781,63214p12,Riboflavin [Vit B2]
11791,63214p12,Fractionated Palm Kernel Oil
8681,63214p12,Vanilla Extract
14901,63214p12,Corn Syrup
36049,63214p12,Niacinamide [Vit B3]
3705,63214p12,Palm Kernel Oil
33561,63214p12,Vitamin & Mineral Blend (Calcium Phosphate
39159,63214p12,Vitamin A Palmitate
41647,63214p12,Chromium Chloride
10547,63214p12,Carob Seed Gum)
34805,63214p12,Magnesium Oxide
35427,63214p12,dl-Alpha-Tocopheryl Acetate [Vit E]
28585,63214p12,Carrageenan
15523,63214p12,Soy Protein Isolate
20499,63214p12,Cocoa (Processed with Alkali) Less than 2% of the Following: High Oleic Safflower and/or High Oleic Sunflower Oil
3083,63214p12,Chocolate Layer (Corn Syrup
25475,63214p12,Water
11169,63214p12,Chocolate Flavored Coating (Sugar
26097,63214p12,Corn Maltodextrin
6815,63214p12,Milk Protein Isolate
40403,63214p12,Thiamine Mononitrate [Vit B1]
41025,63214p12,Folic Acid [Vit B9]
21121,63214p12,Chocolate Powder (Natural Cocoa Powder
13657,63214p12,Nonfat Milk Powder
34183,63214p12,Ascorbic Acid [Vit C]
42269,63214p12,Biotin [Vit B7]
17098,63225,Cocoa Fructose (Fructose
24562,63225,Natural Flavors
29850,63225,Zinc Oxide
304,63225,Soy Protein Nuggets (Isolated Soy Protein
13988,63225,Cocoa [Processed with Alkali]
37314,63225,Cyanocobalamin [Vit B12])
12122,63225,Vanilla)
25496,63225,Caramel Color
5592,63225,Nonfat Milk Powder
4348,63225,Cocoa Powder [Processed with Alkali]
28916,63225,Niacinamide [Vit B3]
9012,63225,Chocolate Powder (Natural Cocoa Powder
27984,63225,Magnesium Oxide
16788,63225,Chocolate Liquor
15544,63225,Salt
2792,63225,Chocolate Flavored Coating (Sugar
9946,63225,Sugar
1548,63225,Tapioca Starch
2482,63225,Salt)
24252,63225,High Oleic Safflower and/or High Oleic Sunflower Oil Less than 2% of the Following: Glycerine
30160,63225,Calcium Pantothenate [Vit B5]
18654,63225,Corn Maltodextrin
7458,63225,Roasted Almonds
11500,63225,Soy Lecithin
32026,63225,Vitamin A Palmitate
7768,63225,Soy Protein Isolate
31716,63225,Pyridoxine Hydrochloride [Vit B6]
21142,63225,Carrageenan
17720,63225,Water
33270,63225,Thiamine Mononitrate [Vit B1]
35136,63225,Biotin [Vit B7]
8390,63225,Fructose Syrup
3414,63225,Fractionated Palm Kernel Oil
30782,63225,Ferrous Fumarate [Iron]
32960,63225,Riboflavin [Vit B2]
26428,63225,Vitamin & Mineral Blend (Calcium Phosphate
35758,63225,Sodium Selenite
28606,63225,dl-Alpha-Tocopheryl Acetate [Vit E]
23008,63225,Ascorbic Acid)
34204,63225,Folic Acid [Vit B9]
34514,63225,Chromium Chloride
23630,63225,Cocoa (Processed with Alkali)
6524,63225,Corn Syrup
10878,63225,Cocoa Butter
19586,63225,Natural Cocoa
22386,63225,Tocopherol
12744,63225,Chocolate Cookie Pieces (Bleached Wheat Flour
27362,63225,Ascorbic Acid [Vit C]
14610,63225,Sunflower Oil
15854,63225,Baking Soda)
36380,63225,Sodium Molybdate
23597,63225p12,Cocoa (Processed with Alkali)
13023,63225p12,Chocolate Cookie Pieces (Bleached Wheat Flour
28573,63225p12,dl-Alpha-Tocopheryl Acetate [Vit E]
6181,63225p12,Vanilla)
19865,63225p12,Natural Cocoa
1205,63225p12,Cocoa [Processed with Alkali]
21731,63225p12,Natural Flavors
30439,63225p12,Calcium Pantothenate [Vit B5]
26707,63225p12,Vitamin & Mineral Blend (Calcium Phosphate
22975,63225p12,Ascorbic Acid)
11779,63225p12,Soy Lecithin
3693,63225p12,Fractionated Palm Kernel Oil
9291,63225p12,Chocolate Powder (Natural Cocoa Powder
2449,63225p12,Salt)
16133,63225p12,Baking Soda)
7425,63225p12,Roasted Almonds
15511,63225p12,Salt
31061,63225p12,Ferrous Fumarate [Iron]
5559,63225p12,Nonfat Milk Powder
25463,63225p12,Caramel Color
8047,63225p12,Soy Protein Isolate
32305,63225p12,Vitamin A Palmitate
583,63225p12,Soy Protein Nuggets (Isolated Soy Protein
9913,63225p12,Sugar
37281,63225p12,Cyanocobalamin [Vit B12])
22353,63225p12,Tocopherol
16755,63225p12,Chocolate Liquor
29817,63225p12,Zinc Oxide
1827,63225p12,Tapioca Starch
27329,63225p12,Ascorbic Acid [Vit C]
6803,63225p12,Corn Syrup
24219,63225p12,High Oleic Safflower and/or High Oleic Sunflower Oil Less than 2% of the Following: Glycerine
4315,63225p12,Cocoa Powder [Processed with Alkali]
32927,63225p12,Riboflavin [Vit B2]
36037,63225p12,Sodium Selenite
11157,63225p12,Cocoa Butter
17999,63225p12,Water
35415,63225p12,Biotin [Vit B7]
8669,63225p12,Fructose Syrup
33549,63225p12,Thiamine Mononitrate [Vit B1]
17377,63225p12,Cocoa Fructose (Fructose
34171,63225p12,Folic Acid [Vit B9]
34793,63225p12,Chromium Chloride
36659,63225p12,Sodium Molybdate
29195,63225p12,Niacinamide [Vit B3]
31683,63225p12,Pyridoxine Hydrochloride [Vit B6]
21109,63225p12,Carrageenan
27951,63225p12,Magnesium Oxide
18621,63225p12,Corn Maltodextrin
14889,63225p12,Sunflower Oil
3071,63225p12,Chocolate Flavored Coating (Sugar
28915,63259,Thiamine Mononitrate [Vit B1]
26427,63259,Ferrous Fumarate [Iron]
32961,63259,Cyanocobalamin [Vit B12])
24253,63259,dl-Alpha-Tocopheryl Acetate [Vit E]
14301,63259,Corn Syrup Solids
3413,63259,Cocoa Powder
30781,63259,Biotin [Vit B7]
17719,63259,High Oleic Safflower Oil
22387,63259,Vitamin & Mineral Blend (Calcium Phosphate
13679,63259,Soybean Oil
27671,63259,Vitamin A Palmitate
19585,63259,Calcium Phosphate
17411,63259,Milk Protein Isolate
27049,63259,Pyridoxine Hydrochloride [Vit B6]
5593,63259,Lecithin
25805,63259,Calcium Pantothenate [Vit B5]
14923,63259,Natural Flavors
13057,63259,Fructose
5901,63259,Vanilla)
16167,63259,Soy Lecithin)
21765,63259,Soy Lecithin
4971,63259,Nonfat Milk Powder
303,63259,Soy Protein Nuggets (Isolated Soy Protein
8703,63259,Chocolate Liquor
4349,63259,Whey Powder
29537,63259,Folic Acid [Vit B9]
11813,63259,Marshmallow Pieces (Sugar
23009,63259,Ascorbic Acid [Vit C]
16475,63259,Fructooligosaccharides
12121,63259,Corn Starch
24561,63259,Niacinamide [Vit B3]
23631,63259,Magnesium Oxide
10877,63259,Natural Vanilla Flavor)
20829,63259,Xanthan Gum
8081,63259,Whole Milk Powder
1861,63259,Salt)
30473,63259,Chromium Chloride
6523,63259,Corn Syrup
28607,63259,Riboflavin [Vit B2]
18963,63259,Natural Flavor
9633,63259,Milk Fat
2169,63259,Chocolate Flavored Coating (Sugar
31717,63259,Sodium Selenite
3105,63259,Fractionated Palm Kernel Oil
32339,63259,Sodium Molybdate
25497,63259,Zinc Oxide
15545,63259,Salt
9325,63259,Cocoa Butter
1239,63259,Tapioca Starch
7459,63259,Milk Chocolate Drops (Sugar
18655,63259,Glycerine Less than 2% of the Following: Fructose
20521,63259,Water
6187,63259p12,Vanilla)
23603,63259p12,Magnesium Oxide
7431,63259p12,Milk Chocolate Drops (Sugar
24225,63259p12,dl-Alpha-Tocopheryl Acetate [Vit E]
27957,63259p12,Vitamin A Palmitate
13651,63259p12,Soybean Oil
17383,63259p12,Milk Protein Isolate
16761,63259p12,Fructooligosaccharides
26713,63259p12,Ferrous Fumarate [Iron]
18005,63259p12,High Oleic Safflower Oil
14895,63259p12,Natural Flavors
8053,63259p12,Whole Milk Powder
24847,63259p12,Niacinamide [Vit B3]
5565,63259p12,Lecithin
1211,63259p12,Tapioca Starch
27335,63259p12,Pyridoxine Hydrochloride [Vit B6]
14273,63259p12,Corn Syrup Solids
3077,63259p12,Fractionated Palm Kernel Oil
2455,63259p12,Chocolate Flavored Coating (Sugar
4943,63259p12,Nonfat Milk Powder
13029,63259p12,Fructose
4321,63259p12,Whey Powder
9919,63259p12,Milk Fat
21737,63259p12,Soy Lecithin
22981,63259p12,Ascorbic Acid [Vit C]
19871,63259p12,Calcium Phosphate
9297,63259p12,Cocoa Butter
31067,63259p12,Biotin [Vit B7]
18627,63259p12,Glycerine Less than 2% of the Following: Fructose
19249,63259p12,Natural Flavor
20493,63259p12,Water
1833,63259p12,Salt)
15517,63259p12,Salt
22359,63259p12,Vitamin & Mineral Blend (Calcium Phosphate
32311,63259p12,Sodium Molybdate
29823,63259p12,Folic Acid [Vit B9]
589,63259p12,Soy Protein Nuggets (Isolated Soy Protein
6809,63259p12,Corn Syrup
29201,63259p12,Thiamine Mononitrate [Vit B1]
12407,63259p12,Corn Starch
21115,63259p12,Xanthan Gum
26091,63259p12,Calcium Pantothenate [Vit B5]
31689,63259p12,Sodium Selenite
8675,63259p12,Chocolate Liquor
16139,63259p12,Soy Lecithin)
32933,63259p12,Cyanocobalamin [Vit B12])
25469,63259p12,Zinc Oxide
28579,63259p12,Riboflavin [Vit B2]
30445,63259p12,Chromium Chloride
11785,63259p12,Marshmallow Pieces (Sugar
3699,63259p12,Cocoa Powder
11163,63259p12,Natural Vanilla Flavor)
10236,63269,Cocoa Powder
3394,63269,Milk Protein Isolate
22367,63269,dl-Alpha-Tocopheryl Acetate [Vit E]
21123,63269,Ascorbic Acid [Vit C]
21432,63269,Magnesium Oxide
15212,63269,Glycerine
5260,63269,Salt
30762,63269,Cyanocobalamin [Vit B12])
29831,63269,Sodium Selenite
5882,63269,Soy Lecithin
4638,63269,Natural Flavor
28274,63269,Chromium Chloride
7748,63269,Tapioca Starch
25164,63269,Pyridoxine Hydrochloride [Vit B6]
20188,63269,Vitamin & Mineral Blend (Calcium Phosphate
25786,63269,Vitamin A Palmitate
19257,63269,Calcium Phosphate
24233,63269,Calcium Pantothenate [Vit B5]
27030,63269,Thiamine Mononitrate [Vit B1]
10858,63269,Whey Powder
13968,63269,Guar Gum
23298,63269,Zinc Oxide
284,63269,Caramel (Corn Syrup
29209,63269,Biotin [Vit B7]
9614,63269,Fractionated Palm Kernel Oil
18013,63269,High Oleic Safflower Oil
4016,63269,Cream
15834,63269,Peanuts Less than 2% of the Following: Soy Protein Isolate
12724,63269,Vanilla)
13346,63269,Corn Syrup
14903,63269,Sodium Caseinate
22676,63269,Niacinamide [Vit B3]
11480,63269,Nonfat Milk Powder
16456,63269,Gum Arabic
8370,63269,Salt)
17078,63269,Water
24855,63269,Ferrous Fumarate [Iron]
1841,63269,Sugar
27965,63269,Folic Acid [Vit B9]
30453,63269,Sodium Molybdate
8992,63269,Chocolate Flavored Coating (Sugar
906,63269,Nonfat Milk
7126,63269,Soy Protein Nuggets (Isolated Soy Protein
6504,63269,Disodium Phosphate)
26408,63269,Riboflavin [Vit B2]
2150,63269,Palm Kernel Oil
26423,63282,Sodium Molybdate
20519,63282,Calcium Pantothenate [Vit B5]
8079,63282,Cocoa Butter
18031,63282,Magnesium Oxide
16471,63282,Vitamin & Mineral Blend (Calcium Phosphate
2787,63282,Chocolate Flavored Coating (Sugar
13983,63282,Natural Flavors
8701,63282,Oat Fiber
10873,63282,Canola Oil
2165,63282,Corn Syrup
16165,63282,Soy Lecithin
615,63282,Soy Protein Nuggets (Isolated Soy Protein
22069,63282,Vitamin A Palmitate
21141,63282,Ferrous Fumarate [Iron]
25179,63282,Biotin [Vit B7]
21763,63282,Pyridoxine Hydrochloride [Vit B6]
9007,63282,Glycerine
13677,63282,Calcium Phosphate
5591,63282,Nonfat Milk Powder
14921,63282,Corn Syrup Solids
3725,63282,Fractionated Palm Kernel Oil
12117,63282,Salt
27045,63282,Cyanocobalamin [Vit B12])
17093,63282,Ascorbic Acid [Vit C]
19275,63282,Niacinamide [Vit B3]
19581,63282,Zinc Oxide
24251,63282,Folic Acid [Vit B9]
25801,63282,Sodium Selenite
11495,63282,Cocoa [Processed with Alkali]
10567,63282,Cane Syrup Crystals
4969,63282,Whey Powder
1237,63282,Tapioca Starch
9945,63282,Chocolate Cookie Pieces (Wheat Flour
7457,63282,Milk Protein Isolate
1859,63282,Salt)
23007,63282,Riboflavin [Vit B2]
23629,63282,Thiamine Mononitrate [Vit B1]
24873,63282,Chromium Chloride
15543,63282,Guar Gum
12739,63282,Sodium Bicarbonate) Less than 2% of the Following: Fructooligosaccharides
6519,63282,Vanilla)
18653,63282,dl-Alpha-Tocopheryl Acetate [Vit E]
4347,63282,Cocoa Powder
6810,63282p12,Vanilla)
6188,63282p12,Soy Lecithin
21738,63282p12,Pyridoxine Hydrochloride [Vit B6]
11786,63282p12,Cocoa [Processed with Alkali]
5566,63282p12,Nonfat Milk Powder
8054,63282p12,Cocoa Butter
17384,63282p12,Ascorbic Acid [Vit C]
590,63282p12,Soy Protein Nuggets (Isolated Soy Protein
15518,63282p12,Guar Gum
24848,63282p12,Chromium Chloride
24226,63282p12,Folic Acid [Vit B9]
22360,63282p12,Vitamin A Palmitate
3700,63282p12,Fractionated Palm Kernel Oil
4944,63282p12,Whey Powder
3078,63282p12,Chocolate Flavored Coating (Sugar
13030,63282p12,Sodium Bicarbonate) Less than 2% of the Following: Fructooligosaccharides
9920,63282p12,Chocolate Cookie Pieces (Wheat Flour
4322,63282p12,Cocoa Powder
22982,63282p12,Riboflavin [Vit B2]
1212,63282p12,Tapioca Starch
19872,63282p12,Zinc Oxide
2456,63282p12,Corn Syrup
13652,63282p12,Calcium Phosphate
9298,63282p12,Glycerine
18628,63282p12,dl-Alpha-Tocopheryl Acetate [Vit E]
23604,63282p12,Thiamine Mononitrate [Vit B1]
11164,63282p12,Canola Oil
19250,63282p12,Niacinamide [Vit B3]
16762,63282p12,Vitamin & Mineral Blend (Calcium Phosphate
1834,63282p12,Salt)
26714,63282p12,Sodium Molybdate
27336,63282p12,Cyanocobalamin [Vit B12])
20494,63282p12,Calcium Pantothenate [Vit B5]
21116,63282p12,Ferrous Fumarate [Iron]
26092,63282p12,Sodium Selenite
18006,63282p12,Magnesium Oxide
7432,63282p12,Milk Protein Isolate
25470,63282p12,Biotin [Vit B7]
14896,63282p12,Corn Syrup Solids
14274,63282p12,Natural Flavors
12408,63282p12,Salt
8676,63282p12,Oat Fiber
10542,63282p12,Cane Syrup Crystals
17102,63299,Pyridoxine Hydrochloride [Vit B6]
7150,63299,Sodium Caseinate
3731,63299,Fractionated Palm Kernel Oil
5906,63299,Vanilla)
10260,63299,Salt
20212,63299,Chromium Chloride
621,63299,Soy Protein Nuggets (Isolated Soy Protein
12439,63299,Vitamin & Mineral Blend (Calcium Phosphate
4662,63299,Soy Lecithin
8085,63299,Raisins
11195,63299,Guar Gum
22391,63299,Sodium Molybdate
13370,63299,Magnesium Oxide
4353,63299,Cocoa Powder [Processed with Alkali]
19281,63299,Thiamine Mononitrate [Vit B1]
5284,63299,Nonfat Milk Powder
6528,63299,Almonds
9016,63299,Corn Syrup Solids
23013,63299,Cyanocobalamin [Vit B12])
20834,63299,Biotin [Vit B7]
1865,63299,Salt)
17724,63299,Vitamin A Palmitate
19590,63299,Folic Acid [Vit B9]
14927,63299,Niacinamide [Vit B3]
8394,63299,Glycerine Less than 2% of the Following: High Oleic Safflower Oil
2174,63299,Corn Syrup
13061,63299,Ascorbic Acid [Vit C]
3109,63299,Chocolate Flavored Coating (Sugar
21769,63299,Sodium Selenite
9638,63299,Natural Flavor
18346,63299,Riboflavin [Vit B2]
13992,63299,dl-Alpha-Tocopheryl Acetate [Vit E]
930,63299,Tapioca Starch
15549,63299,Zinc Oxide
16793,63299,Ferrous Fumarate [Iron]
15858,63299,Calcium Pantothenate [Vit B5]
11803,63299p12,Soy Lecithin
7449,63299p12,Sodium Caseinate
15535,63299p12,Zinc Oxide
21133,63299p12,Biotin [Vit B7]
21755,63299p12,Sodium Selenite
6827,63299p12,Almonds
8071,63299p12,Raisins
607,63299p12,Soy Protein Nuggets (Isolated Soy Protein
1229,63299p12,Tapioca Starch
22377,63299p12,Sodium Molybdate
22999,63299p12,Cyanocobalamin [Vit B12])
6205,63299p12,Vanilla)
1851,63299p12,Salt)
14913,63299p12,Niacinamide [Vit B3]
8693,63299p12,Glycerine Less than 2% of the Following: High Oleic Safflower Oil
4339,63299p12,Cocoa Powder [Processed with Alkali]
20511,63299p12,Chromium Chloride
17401,63299p12,Pyridoxine Hydrochloride [Vit B6]
14291,63299p12,dl-Alpha-Tocopheryl Acetate [Vit E]
13047,63299p12,Ascorbic Acid [Vit C]
3717,63299p12,Fractionated Palm Kernel Oil
19267,63299p12,Thiamine Mononitrate [Vit B1]
16779,63299p12,Ferrous Fumarate [Iron]
13669,63299p12,Magnesium Oxide
19889,63299p12,Folic Acid [Vit B9]
2473,63299p12,Corn Syrup
5583,63299p12,Nonfat Milk Powder
9937,63299p12,Natural Flavor
16157,63299p12,Calcium Pantothenate [Vit B5]
11181,63299p12,Guar Gum
18645,63299p12,Riboflavin [Vit B2]
3095,63299p12,Chocolate Flavored Coating (Sugar
9315,63299p12,Corn Syrup Solids
12425,63299p12,Vitamin & Mineral Blend (Calcium Phosphate
18023,63299p12,Vitamin A Palmitate
10559,63299p12,Salt
30773,63304,Ferrous Fumarate [Iron]
20513,63304,Dextrose
27041,63304,Ascorbic Acid [Vit C]
4649,63304,Nonfat Yogurt Powder [Cultured With Nonfat Milk]
34197,63304,Folic Acid [Vit B9]
7759,63304,Sodium Caseinate
9317,63304,Strawberry Flavored Cranberries (Cranberries
25797,63304,Citric Acid
32639,63304,Riboflavin [Vit B2]
14293,63304,Prunes
31709,63304,Pyridoxine Hydrochloride [Vit B6]
35749,63304,Sodium Selenite
9625,63304,Sugar
35127,63304,Biotin [Vit B7]
33261,63304,Thiamine Mononitrate [Vit B1]
34505,63304,Chromium Chloride
36685,63304,Sodium Molybdate
4341,63304,Nonfat Milk
14915,63304,Dates
15537,63304,Fructose
17711,63304,Strawberry Juice Concentrate]
19891,63304,Glycerol
2161,63304,Corn Syrup
27663,63304,Magnesium Oxide
6829,63304,Lactic Acid
5893,63304,Modified Corn Starch
11491,63304,Sunflower Oil
32331,63304,Vitamin A Palmitate
23931,63304,Elderberry Concentrate) Less than 2% of the Following: Guar Gum
2783,63304,Yogurt Flavored Coating (Dried Cane Syrup
21443,63304,Palm Fat
17403,63304,Apple Strawberry Pieces (Fruit [Apple Puree Concentrate
1231,63304,Tapioca Starch
3719,63304,Fractionated Palm Kernel Oil
295,63304,Soy Protein Nuggets (Isolated Soy Protein
13671,63304,Fat Replacer (White Grape Juice Concentrate
8695,63304,Gum Arabic
25175,63304,Calcium Phosphate
18333,63304,Invert Sugar
22379,63304,Pectin
5585,63304,Soy Lecithin
12113,63304,Elderberry Juice Concentrate)
10247,63304,Natural Strawberry Flavor With Other Natural Flavors
22687,63304,Malic Acid
28285,63304,dl-Alpha-Tocopheryl Acetate [Vit E]
23309,63304,Natural Flavor
26733,63304,Vitamin & Mineral Blend (Calcium Phosphate
12735,63304,High Oleic Safflower Oil
28907,63304,Niacinamide [Vit B3]
1539,63304,Salt)
20821,63304,Wheat Fiber
29529,63304,Zinc Oxide
16159,63304,Glycerine)
16467,63304,Glycerine
7451,63304,Vanilla Extract)
30465,63304,Calcium Pantothenate [Vit B5]
37307,63304,Cyanocobalamin [Vit B12])
8688,63304p12,Gum Arabic
7444,63304p12,Vanilla Extract)
22372,63304p12,Pectin
34190,63304p12,Folic Acid [Vit B9]
26726,63304p12,Vitamin & Mineral Blend (Calcium Phosphate
14286,63304p12,Prunes
4956,63304p12,Nonfat Yogurt Powder [Cultured With Nonfat Milk]
18640,63304p12,Invert Sugar
3090,63304p12,Yogurt Flavored Coating (Dried Cane Syrup
10554,63304p12,Natural Strawberry Flavor With Other Natural Flavors
12420,63304p12,Elderberry Juice Concentrate)
4334,63304p12,Nonfat Milk
24860,63304p12,Natural Flavor
18018,63304p12,Strawberry Juice Concentrate]
14908,63304p12,Dates
602,63304p12,Soy Protein Nuggets (Isolated Soy Protein
25482,63304p12,Calcium Phosphate
29836,63304p12,Zinc Oxide
32324,63304p12,Vitamin A Palmitate
8066,63304p12,Sodium Caseinate
35434,63304p12,Biotin [Vit B7]
31080,63304p12,Ferrous Fumarate [Iron]
6822,63304p12,Lactic Acid
13042,63304p12,High Oleic Safflower Oil
27348,63304p12,Ascorbic Acid [Vit C]
16774,63304p12,Glycerine
20506,63304p12,Dextrose
21750,63304p12,Palm Fat
1846,63304p12,Salt)
32946,63304p12,Riboflavin [Vit B2]
36678,63304p12,Sodium Molybdate
17396,63304p12,Apple Strawberry Pieces (Fruit [Apple Puree Concentrate
36056,63304p12,Sodium Selenite
3712,63304p12,Fractionated Palm Kernel Oil
33568,63304p12,Thiamine Mononitrate [Vit B1]
24238,63304p12,Elderberry Concentrate) Less than 2% of the Following: Guar Gum
30458,63304p12,Calcium Pantothenate [Vit B5]
28592,63304p12,dl-Alpha-Tocopheryl Acetate [Vit E]
34812,63304p12,Chromium Chloride
11798,63304p12,Sunflower Oil
29214,63304p12,Niacinamide [Vit B3]
37300,63304p12,Cyanocobalamin [Vit B12])
6200,63304p12,Modified Corn Starch
26104,63304p12,Citric Acid
21128,63304p12,Wheat Fiber
19262,63304p12,Sugar
31702,63304p12,Pyridoxine Hydrochloride [Vit B6]
9310,63304p12,Strawberry Flavored Cranberries (Cranberries
5578,63304p12,Soy Lecithin
19884,63304p12,Glycerol
27970,63304p12,Magnesium Oxide
22994,63304p12,Malic Acid
2468,63304p12,Corn Syrup
13664,63304p12,Fat Replacer (White Grape Juice Concentrate
15530,63304p12,Fructose
16152,63304p12,Glycerine)
1224,63304p12,Tapioca Starch
13345,63305,Salt
2771,63305,Peanut Oil
26100,63305,Fructose Less than 2% of the Following: Glycerine
25478,63305,Peanut Butter
23297,63305,Soy Protein Isolate
24856,63305,Peanut Flour
23919,63305,Brown Rice Syrup
14589,63305,Yeast)
283,63305,Soy Protein Nuggets (Soy Protein Isolate
34808,63305,Vitamin A Palmitate
32005,63305,Zinc Oxide
12723,63305,Folic Acid]
11794,63305,Thiamin Mononitrate
5259,63305,Nonfat Milk Powder
33871,63305,Pyridoxine Hydrochloride [Vit B6]
7125,63305,Palm Oil
11172,63305,Reduced Iron
32942,63305,Calcium Pantothenate [Vit B5]
10235,63305,Niacin
18321,63305,Palm Kernel Oil
2464,63305,Roasted Cashews (Cashews
9613,63305,[Wheat Starch
33249,63305,Ferrous Fumarate [Iron]
28588,63305,Xanthan Gum
17392,63305,Nonfat Milk
8369,63305,Vanilla)
22990,63305,Disodium Phosphate)
905,63305,Tapioca Starch
20187,63305,Cream
15211,63305,Corn Syrup
5881,63305,Whole Milk Powder
7747,63305,Soy Lecithin [An Emulsifier]
20809,63305,Natural Flavor
6818,63305,Whey Powder
29210,63305,Vitamin & Mineral Blend (Calcium Phosphate
26722,63305,High Oleic Safflower Oil
27344,63305,Natural Flavors
15833,63305,Fructose Syrup
1527,63305,Salt)
4015,63305,Confectionary Drops (Sugar
19880,63305,Milk Protein Isolate
36052,63305,Thiamine Mononitrate [Vit B1]
27651,63305,Calcium Phosphate
37918,63305,Biotin [Vit B7]
9306,63305,Pretzels (Enriched Wheat Flour
38225,63305,Sodium Selenite
19258,63305,Glycerine
16455,63305,Caramel (Corn Syrup
29832,63305,Ascorbic Acid [Vit C]
31076,63305,dl-Alpha-Tocopheryl Acetate [Vit E]
37296,63305,Chromium Chloride
30454,63305,Magnesium Oxide
22053,63305,Soy Lecithin
36674,63305,Folic Acid [Vit B9]
12101,63305,Riboflavin
17699,63305,Sugar
31383,63305,Niacinamide [Vit B3]
35115,63305,Riboflavin [Vit B2]
39162,63305,Sodium Molybdate
39469,63305,Cyanocobalamin [Vit B12])
2484,63309,Malt
9635,63309,Almonds
15855,63309,Niacinamide [Vit B3]
21144,63309,Folic Acid [Vit B9]
1549,63309,Rice Flour
20522,63309,Thiamine Mononitrate [Vit B1]
17099,63309,Calcium Pantothenate [Vit B5]
10879,63309,High Oleic Safflower Oil
5903,63309,Nonfat Yogurt Powder [Cultured With Nonfat Milk]
10257,63309,Fructose Syrup
24254,63309,Cyanocobalamin [Vit B12])
14611,63309,Magnesium Oxide
4037,63309,Yogurt Flavored Coating (Dried Cane Syrup
7460,63309,Modified Corn Starch
14302,63309,Ascorbic Acid [Vit C]
16790,63309,Zinc Oxide
23010,63309,Sodium Selenite
4659,63309,Fractionated Palm Kernel Oil
5594,63309,Nonfat Milk
3106,63309,Salt)
9326,63309,Milk Protein Isolate
6525,63309,Soy Lecithin
21453,63309,Chromium Chloride
12123,63309,Salt
19587,63309,Riboflavin [Vit B2]
22075,63309,Biotin [Vit B7]
18656,63309,Pyridoxine Hydrochloride [Vit B6]
15546,63309,dl-Alpha-Tocopheryl Acetate [Vit E]
8082,63309,Lactic Acid
13680,63309,Vitamin & Mineral Blend (Calcium Phosphate
8704,63309,Vanilla Extract)
3728,63309,Corn Syrup
305,63309,Soy Protein Nuggets (Isolated Soy Protein
23632,63309,Sodium Molybdate
18034,63309,Ferrous Fumarate [Iron]
11501,63309,Glycerine Less than 2% of the Following: Natural Flavor
18965,63309,Vitamin A Palmitate
12745,63309,Xanthan Gum
927,63309,Tapioca Starch
9314,63309p12,Milk Protein Isolate
19888,63309p12,Riboflavin [Vit B2]
1850,63309p12,Rice Flour
8692,63309p12,Vanilla Extract)
20510,63309p12,Thiamine Mononitrate [Vit B1]
3716,63309p12,Corn Syrup
23620,63309p12,Sodium Molybdate
11802,63309p12,Glycerine Less than 2% of the Following: Natural Flavor
1228,63309p12,Tapioca Starch
22376,63309p12,Biotin [Vit B7]
24242,63309p12,Cyanocobalamin [Vit B12])
14912,63309p12,Magnesium Oxide
21754,63309p12,Chromium Chloride
4960,63309p12,Fractionated Palm Kernel Oil
7448,63309p12,Modified Corn Starch
13046,63309p12,Xanthan Gum
8070,63309p12,Lactic Acid
5582,63309p12,Nonfat Milk
16156,63309p12,Niacinamide [Vit B3]
22998,63309p12,Sodium Selenite
9936,63309p12,Almonds
14290,63309p12,Ascorbic Acid [Vit C]
11180,63309p12,High Oleic Safflower Oil
2472,63309p12,Malt
6204,63309p12,Nonfat Yogurt Powder [Cultured With Nonfat Milk]
19266,63309p12,Vitamin A Palmitate
4338,63309p12,Yogurt Flavored Coating (Dried Cane Syrup
6826,63309p12,Soy Lecithin
10558,63309p12,Fructose Syrup
16778,63309p12,Zinc Oxide
21132,63309p12,Folic Acid [Vit B9]
18644,63309p12,Pyridoxine Hydrochloride [Vit B6]
17400,63309p12,Calcium Pantothenate [Vit B5]
12424,63309p12,Salt
18022,63309p12,Ferrous Fumarate [Iron]
15534,63309p12,dl-Alpha-Tocopheryl Acetate [Vit E]
3094,63309p12,Salt)
606,63309p12,Soy Protein Nuggets (Isolated Soy Protein
13668,63309p12,Vitamin & Mineral Blend (Calcium Phosphate
1540,63505,Sweetened Condensed Milk
22381,63505,Chocolate Liquor
40726,63505,Salt
4965,63505,Dextrose
7453,63505,Soy Protein Nuggets (Isolated Soy Protein
